symbol,company_name,year,pb,pe,ps,pb_peer_avg,pe_peer_avg,ps_peer_avg
BTPN.JK,PT Bank BTPN Tbk,2020,0.803601621695943,14.3400791062446,2.06854524824192,1.26242482560343,27.296475059198,6.37891855078523
BTPN.JK,PT Bank BTPN Tbk,2021,0.622194505015315,7.93068224207176,1.64003062301064,1.46630589795505,15.0145590632269,6.3740557278722
BTPN.JK,PT Bank BTPN Tbk,2022,0.579163509604604,6.90473660085389,1.59453726081102,1.00852386298116,15.1292552726864,4.34357834686358
BTPN.JK,PT Bank BTPN Tbk,2023,0.545561041585272,8.95044330986875,1.57741760218332,0.83232965465001,14.0723342502017,3.89944781671295
BTPN.JK,PT Bank BTPN Tbk,2024,0.546910638967532,11.8053443297271,1.75133308774247,0.932091839711511,18.4025128202024,3.61350695366404
BTPS.JK,PT Bank BTPN Syariah Tbk.,2020,4.86498062768116,33.4654007540246,8.05832877586942,1.26242482560343,27.296475059198,6.37891855078523
BTPS.JK,PT Bank BTPN Syariah Tbk.,2021,3.84836568142416,18.6367964614455,6.3740557278722,1.46630589795505,15.0145590632269,6.3740557278722
BTPS.JK,PT Bank BTPN Syariah Tbk.,2022,2.53160189435874,11.9570024438859,4.21878017415207,1.00852386298116,15.1292552726864,4.34357834686358
BTPS.JK,PT Bank BTPN Syariah Tbk.,2023,1.48372456380553,,2.47271663997867,0.83232965465001,14.0723342502017,3.89944781671295
BTPS.JK,PT Bank BTPN Syariah Tbk.,2024,1.10464473611862,11.028613282994,1.88285888909934,0.932091839711511,18.4025128202024,3.61350695366404
BVIC.JK,Bank Victoria International Tbk,2020,0.381945402984544,-4.00485340650452,1.85811370184082,1.26242482560343,27.296475059198,6.37891855078523
BVIC.JK,Bank Victoria International Tbk,2021,0.702625523817612,-17.788752267688,3.55645409101366,1.46630589795505,15.0145590632269,6.3740557278722
BVIC.JK,Bank Victoria International Tbk,2022,0.453727006593499,7.42352093309104,2.34532583127064,1.00852386298116,15.1292552726864,4.34357834686358
